city,venue,dates,gender,match_type,result,team1,team2,outcome.winner,outcome.runs,outcome.wickets,outcome.method,toss.winner,toss.decision,player_of_match,
822,Perth,Western Australia Cricket Association Ground,2/10/2012,male,ODI,,Australia,Sri Lanka,Australia,5,0,,Sri Lanka,field,MJ Clarke
823,,Adelaide Oval,2/12/2012,male,ODI,,Australia,India,India,0,4,,Australia,bat,G Gambhir
824,,Adelaide Oval,2/14/2012,male,ODI,,India,Sri Lanka,No Result,0,0,,Sri Lanka,bat,MS Dhoni
825,,Sydney Cricket Ground,2/17/2012,male,ODI,,Australia,Sri Lanka,Sri Lanka,0,8,,Australia,bat,NLTC Perera
826,Brisbane,"Brisbane Cricket Ground, Woolloongabba",2/19/2012,male,ODI,,Australia,India,Australia,110,0,,Australia,bat,BW Hilfenhaus
827,Brisbane,"Brisbane Cricket Ground, Woolloongabba",2/21/2012,male,ODI,,India,Sri Lanka,Sri Lanka,51,0,,Sri Lanka,bat,KMDN Kulasekara
828,Hobart,Bellerive Oval,2/24/2012,male,ODI,,Australia,Sri Lanka,Sri Lanka,0,3,,Australia,bat,DPMD Jayawardene
829,,Sydney Cricket Ground,2/26/2012,male,ODI,,Australia,India,Australia,87,0,,Australia,bat,DA Warner
830,Hobart,Bellerive Oval,2/28/2012,male,ODI,,India,Sri Lanka,India,0,7,,India,field,V Kohli
831,,Melbourne Cricket Ground,3/2/2012,male,ODI,,Australia,Sri Lanka,Sri Lanka,9,0,,Sri Lanka,bat,LD Chandimal
832,Brisbane,"Brisbane Cricket Ground, Woolloongabba",3/4/2012,male,ODI,,Australia,Sri Lanka,Australia,15,0,,Australia,bat,DA Warner
833,,Adelaide Oval,3/6/2012,male,ODI,,Australia,Sri Lanka,Sri Lanka,0,8,,Australia,bat,TM Dilshan
834,,Adelaide Oval,3/8/2012,male,ODI,,Australia,Sri Lanka,Australia,16,0,,Sri Lanka,field,CJ McKay
835,Dunedin,University Oval,2/3/2012,male,ODI,,New Zealand,Zimbabwe,New Zealand,90,0,,Zimbabwe,field,MJ Guptill
836,Whangarei,Cobham Oval (New),2/6/2012,male,ODI,,New Zealand,Zimbabwe,New Zealand,141,0,,Zimbabwe,field,RJ Nicol
837,Napier,McLean Park,2/9/2012,male,ODI,,New Zealand,Zimbabwe,New Zealand,202,0,,New Zealand,bat,BB McCullum
838,Wellington,Westpac Stadium,2/25/2012,male,ODI,,New Zealand,South Africa,South Africa,0,6,,New Zealand,bat,AB de Villiers
839,Napier,McLean Park,2/29/2012,male,ODI,,New Zealand,South Africa,South Africa,0,6,,South Africa,field,M Morkel
840,Auckland,Eden Park,3/3/2012,male,ODI,,New Zealand,South Africa,South Africa,0,5,,South Africa,field,M de Lange
841,Hyderabad,"Rajiv Gandhi International Stadium, Uppal",10/14/2011,male,ODI,,India,England,India,126,0,,India,bat,MS Dhoni
842,Delhi,Feroz Shah Kotla,10/17/2011,male,ODI,,India,England,India,0,8,,England,bat,V Kohli
843,Chandigarh,"Punjab Cricket Association Stadium, Mohali",10/20/2011,male,ODI,,India,England,India,0,5,,England,bat,AM Rahane
844,Mumbai,Wankhede Stadium,10/23/2011,male,ODI,,India,England,India,0,6,,England,bat,SK Raina
845,Kolkata,Eden Gardens,10/25/2011,male,ODI,,India,England,India,95,0,,England,field,RA Jadeja
846,,Harare Sports Club,8/12/2011,male,ODI,,Zimbabwe,Bangladesh,Zimbabwe,0,4,,Zimbabwe,field,BV Vitori
847,,Harare Sports Club,8/14/2011,male,ODI,,Zimbabwe,Bangladesh,Zimbabwe,0,7,,Zimbabwe,field,BV Vitori
848,,Harare Sports Club,8/16/2011,male,ODI,,Zimbabwe,Bangladesh,Zimbabwe,5,0,,Bangladesh,field,Mushfiqur Rahim
849,Bulawayo,Queens Sports Club,8/19/2011,male,ODI,,Zimbabwe,Bangladesh,Bangladesh,0,6,,Bangladesh,field,Rubel Hossain
850,Bulawayo,Queens Sports Club,8/21/2011,male,ODI,,Zimbabwe,Bangladesh,Bangladesh,93,0,,Zimbabwe,field,Shakib Al Hasan
851,Bulawayo,Queens Sports Club,9/8/2011,male,ODI,,Zimbabwe,Pakistan,Pakistan,5,0,,Pakistan,bat,Younis Khan
852,,Harare Sports Club,9/11/2011,male,ODI,,Zimbabwe,Pakistan,Pakistan,0,10,,Zimbabwe,bat,Mohammad Hafeez
853,,Harare Sports Club,9/14/2011,male,ODI,,Zimbabwe,Pakistan,Pakistan,28,0,,Zimbabwe,field,Aizaz Cheema
854,Dublin,Clontarf Cricket Club Ground,9/19/2011,male,ODI,,Ireland,Canada,Ireland,133,0,,Canada,field,
855,Dublin,Clontarf Cricket Club Ground,9/20/2011,male,ODI,,Ireland,Canada,Ireland,56,0,,Ireland,bat,
856,,Harare Sports Club,10/20/2011,male,ODI,,Zimbabwe,New Zealand,New Zealand,0,9,,Zimbabwe,bat,RJ Nicol
857,,Harare Sports Club,10/22/2011,male,ODI,,Zimbabwe,New Zealand,New Zealand,0,4,,New Zealand,field,MJ Guptill
858,Bulawayo,Queens Sports Club,10/25/2011,male,ODI,,Zimbabwe,New Zealand,Zimbabwe,0,1,,New Zealand,bat,MN Waller
859,,Dubai International Cricket Stadium,11/11/2011,male,ODI,,Pakistan,Sri Lanka,Pakistan,0,8,,Sri Lanka,bat,Shahid Afridi
860,,Dubai International Cricket Stadium,11/14/2011,male,ODI,,Pakistan,Sri Lanka,Sri Lanka,25,0,,Sri Lanka,bat,SL Malinga
861,,Dubai International Cricket Stadium,11/18/2011,male,ODI,,Pakistan,Sri Lanka,Pakistan,21,0,,Pakistan,bat,Mohammad Hafeez
862,,Sharjah Cricket Stadium,11/20/2011,male,ODI,,Pakistan,Sri Lanka,Pakistan,26,0,,Pakistan,bat,Shahid Afridi
863,Abu Dhabi,Sheikh Zayed Stadium,11/23/2011,male,ODI,,Pakistan,Sri Lanka,Pakistan,0,3,,Sri Lanka,bat,Umar Akmal
864,Abu Dhabi,Sheikh Zayed Stadium,2/13/2012,male,ODI,,England,Pakistan,England,130,0,,England,bat,AN Cook
865,Abu Dhabi,Sheikh Zayed Stadium,2/15/2012,male,ODI,,England,Pakistan,England,20,0,,England,bat,AN Cook
866,,Dubai International Cricket Stadium,2/18/2012,male,ODI,,England,Pakistan,England,0,9,,Pakistan,bat,KP Pietersen
867,,Dubai International Cricket Stadium,2/21/2012,male,ODI,,England,Pakistan,England,0,4,,Pakistan,bat,KP Pietersen
868,Mirpur,Shere Bangla National Stadium,10/13/2011,male,ODI,,Bangladesh,West Indies,West Indies,40,0,,Bangladesh,field,LMP Simmons
869,Mirpur,Shere Bangla National Stadium,10/15/2011,male,ODI,,Bangladesh,West Indies,West Indies,0,8,,Bangladesh,bat,MN Samuels
870,Chittagong,Zahur Ahmed Chowdhury Stadium,10/18/2011,male,ODI,,Bangladesh,West Indies,Bangladesh,0,8,,Bangladesh,field,Shakib Al Hasan
871,Southampton,The Rose Bowl,6/16/2012,male,ODI,,England,West Indies,England,114,0,,West Indies,field,IR Bell
872,London,Kennington Oval,6/19/2012,male,ODI,,England,West Indies,England,0,8,,England,field,AN Cook
873,Belfast,"Civil Service Cricket Club, Stormont",6/23/2012,male,ODI,,Ireland,Australia,No Result,0,0,,Australia,field,
874,London,Lord's,6/29/2012,male,ODI,,England,Australia,England,15,0,,Australia,field,EJG Morgan
875,London,Kennington Oval,7/1/2012,male,ODI,,England,Australia,England,0,6,,Australia,bat,RS Bopara
876,Chester-le-Street,Riverside Ground,7/7/2012,male,ODI,,England,Australia,England,0,8,,England,field,ST Finn
877,Manchester,Old Trafford,7/10/2012,male,ODI,,England,Australia,England,0,7,,England,field,RS Bopara
878,Cardiff,Sophia Gardens,8/24/2012,male,ODI,,England,South Africa,No Result,0,0,,South Africa,field,
879,Southampton,The Rose Bowl,8/28/2012,male,ODI,,England,South Africa,South Africa,80,0,,South Africa,bat,HM Amla
880,London,Kennington Oval,8/31/2012,male,ODI,,England,South Africa,England,0,4,,South Africa,bat,EJG Morgan
881,London,Lord's,9/2/2012,male,ODI,,England,South Africa,England,0,6,,England,field,IR Bell
882,Nottingham,Trent Bridge,9/5/2012,male,ODI,,England,South Africa,South Africa,0,7,,England,bat,HM Amla
883,Mirpur,Shere Bangla National Stadium,3/11/2012,male,ODI,,Bangladesh,Pakistan,Pakistan,21,0,,Bangladesh,field,Mohammad Hafeez
884,Mirpur,Shere Bangla National Stadium,3/13/2012,male,ODI,,India,Sri Lanka,India,50,0,,Sri Lanka,field,V Kohli
885,Mirpur,Shere Bangla National Stadium,3/15/2012,male,ODI,,Pakistan,Sri Lanka,Pakistan,0,6,,Sri Lanka,bat,Aizaz Cheema
886,Mirpur,Shere Bangla National Stadium,3/16/2012,male,ODI,,Bangladesh,India,Bangladesh,0,5,,Bangladesh,field,Shakib Al Hasan
887,Mirpur,Shere Bangla National Stadium,3/18/2012,male,ODI,,India,Pakistan,India,0,6,,Pakistan,bat,V Kohli
888,Mirpur,Shere Bangla National Stadium,3/20/2012,male,ODI,,Bangladesh,Sri Lanka,Bangladesh,0,5,,Bangladesh,field,Shakib Al Hasan
889,Mirpur,Shere Bangla National Stadium,3/22/2012,male,ODI,,Bangladesh,Pakistan,Pakistan,2,0,,Bangladesh,field,Shahid Afridi
890,Cuttack,Barabati Stadium,11/29/2011,male,ODI,,India,West Indies,India,0,1,,India,field,RG Sharma
891,Visakhapatnam,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,12/2/2011,male,ODI,,India,West Indies,India,0,5,,India,field,V Kohli
892,Ahmedabad,"Sardar Patel Stadium, Motera",12/5/2011,male,ODI,,India,West Indies,West Indies,16,0,,India,field,R Rampaul
893,Indore,Holkar Cricket Stadium,12/8/2011,male,ODI,,India,West Indies,India,153,0,,India,bat,V Sehwag
894,Chennai,"MA Chidambaram Stadium, Chepauk",12/11/2011,male,ODI,,India,West Indies,India,34,0,,India,bat,MK Tiwary
895,Mirpur,Shere Bangla National Stadium,12/1/2011,male,ODI,,Bangladesh,Pakistan,Pakistan,0,5,,Bangladesh,bat,Shahid Afridi
896,Mirpur,Shere Bangla National Stadium,12/3/2011,male,ODI,,Bangladesh,Pakistan,Pakistan,76,0,,Pakistan,bat,Nasir Hossain
897,Chittagong,Zahur Ahmed Chowdhury Stadium,12/6/2011,male,ODI,,Bangladesh,Pakistan,Pakistan,58,0,,Pakistan,bat,Umar Akmal
898,St Vincent,"Arnos Vale Ground, Kingstown",3/16/2012,male,ODI,,West Indies,Australia,Australia,64,0,,Australia,bat,GJ Bailey
899,St Vincent,"Arnos Vale Ground, Kingstown",3/18/2012,male,ODI,,West Indies,Australia,West Indies,0,5,,West Indies,field,SP Narine
900,St Vincent,"Arnos Vale Ground, Kingstown",3/20/2012,male,ODI,,West Indies,Australia,No Result,0,0,,Australia,bat,MEK Hussey
901,St Lucia,"Beausejour Stadium, Gros Islet",3/23/2012,male,ODI,,West Indies,Australia,West Indies,42,0,,Australia,field,KA Pollard
902,St Lucia,"Beausejour Stadium, Gros Islet",3/25/2012,male,ODI,,West Indies,Australia,Australia,30,0,,West Indies,field,DJG Sammy
903,,Mombasa Sports Club Ground,2/18/2012,male,ODI,,Kenya,Ireland,Kenya,0,7,,Ireland,bat,T Mishra
904,,Mombasa Sports Club Ground,2/20/2012,male,ODI,,Kenya,Ireland,Ireland,117,0,,Ireland,bat,EC Joyce
905,,Sharjah Cricket Stadium,3/29/2012,male,ODI,,Afghanistan,Netherlands,Netherlands,0,9,,Afghanistan,bat,
906,,Sharjah Cricket Stadium,2/10/2012,male,ODI,,Afghanistan,Pakistan,Pakistan,0,7,,Afghanistan,bat,Shahid Afridi
907,Dublin,Clontarf Cricket Club Ground,7/5/2012,male,ODI,,Ireland,Afghanistan,Ireland,59,0,,Afghanistan,field,
908,Jamaica,"Sabina Park, Kingston",7/5/2012,male,ODI,,West Indies,New Zealand,West Indies,0,9,,West Indies,field,AD Russell
909,Jamaica,"Sabina Park, Kingston",7/7/2012,male,ODI,,West Indies,New Zealand,West Indies,55,0,,New Zealand,field,MN Samuels
910,St Kitts,"Warner Park, Basseterre",7/11/2012,male,ODI,,West Indies,New Zealand,New Zealand,88,0,,West Indies,field,RJ Nicol
911,St Kitts,"Warner Park, Basseterre",7/14/2012,male,ODI,,West Indies,New Zealand,West Indies,24,0,,West Indies,bat,SP Narine
912,St Kitts,"Warner Park, Basseterre",7/16/2012,male,ODI,,West Indies,New Zealand,West Indies,20,0,,West Indies,bat,SP Narine
913,,Pallekele International Cricket Stadium,6/7/2012,male,ODI,,Sri Lanka,Pakistan,Pakistan,0,6,,Sri Lanka,bat,Umar Gul
914,,Pallekele International Cricket Stadium,6/9/2012,male,ODI,,Sri Lanka,Pakistan,Sri Lanka,76,0,,Sri Lanka,bat,NLTC Perera
915,Colombo,R Premadasa Stadium,6/13/2012,male,ODI,,Sri Lanka,Pakistan,No Result,0,0,,Pakistan,bat,
916,Colombo,R Premadasa Stadium,6/16/2012,male,ODI,,Sri Lanka,Pakistan,Sri Lanka,44,0,,Sri Lanka,bat,NLTC Perera
917,Colombo,R Premadasa Stadium,6/18/2012,male,ODI,,Sri Lanka,Pakistan,Sri Lanka,0,2,,Pakistan,bat,AD Mathews
918,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",7/21/2012,male,ODI,,Sri Lanka,India,India,21,0,,India,bat,V Kohli
919,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",7/24/2012,male,ODI,,Sri Lanka,India,Sri Lanka,0,9,,India,bat,NLTC Perera
920,Colombo,R Premadasa Stadium,7/28/2012,male,ODI,,Sri Lanka,India,India,0,5,,Sri Lanka,bat,SK Raina
921,Colombo,R Premadasa Stadium,7/31/2012,male,ODI,,Sri Lanka,India,India,0,6,,Sri Lanka,bat,V Kohli
922,,Pallekele International Cricket Stadium,8/4/2012,male,ODI,,Sri Lanka,India,India,20,0,,India,bat,IK Pathan
923,Rajkot,Saurashtra Cricket Association Stadium,1/11/2013,male,ODI,,India,England,England,9,0,,England,bat,JC Tredwell
924,Kochi,Nehru Stadium,1/15/2013,male,ODI,,India,England,India,127,0,,India,bat,RA Jadeja
925,Ranchi,JSCA International Stadium Complex,1/19/2013,male,ODI,,India,England,India,0,7,,India,field,V Kohli
926,Chandigarh,"Punjab Cricket Association Stadium, Mohali",1/23/2013,male,ODI,,India,England,India,0,5,,India,field,SK Raina
927,Dharamsala,Himachal Pradesh Cricket Association Stadium,1/27/2013,male,ODI,,India,England,England,0,7,,England,field,IR Bell
928,London,Lord's,5/31/2013,male,ODI,,England,New Zealand,New Zealand,0,5,,New Zealand,field,MJ Guptill
929,Southampton,The Rose Bowl,6/2/2013,male,ODI,,England,New Zealand,New Zealand,86,0,,New Zealand,bat,MJ Guptill
930,Nottingham,Trent Bridge,6/5/2013,male,ODI,,England,New Zealand,England,34,0,,New Zealand,field,JC Buttler
931,Dublin,"The Village, Malahide",9/3/2013,male,ODI,,Ireland,England,England,0,6,,England,field,EJG Morgan
932,Manchester,Old Trafford,9/8/2013,male,ODI,,England,Australia,Australia,88,0,,England,field,MJ Clarke
933,Birmingham,Edgbaston,9/11/2013,male,ODI,,England,Australia,No Result,0,0,,Australia,field,
934,Cardiff,Sophia Gardens,9/14/2013,male,ODI,,England,Australia,England,0,3,,England,field,JC Buttler
935,Southampton,The Rose Bowl,9/16/2013,male,ODI,,England,Australia,Australia,49,0,,Australia,bat,SR Watson
936,London,Kennington Oval,6/19/2013,male,ODI,,England,South Africa,England,0,7,,England,field,JC Tredwell
937,Cardiff,Sophia Gardens,6/20/2013,male,ODI,,India,Sri Lanka,India,0,8,,India,field,I Sharma
938,Birmingham,Edgbaston,6/23/2013,male,ODI,,England,India,India,5,0,,England,field,RA Jadeja
939,Paarl,Boland Park,1/19/2013,male,ODI,,South Africa,New Zealand,New Zealand,0,1,,New Zealand,field,JEC Franklin
940,Kimberley,De Beers Diamond Oval,1/22/2013,male,ODI,,South Africa,New Zealand,New Zealand,27,0,,South Africa,field,KS Williamson
941,Potchefstroom,Senwes Park,1/25/2013,male,ODI,,South Africa,New Zealand,South Africa,0,1,,New Zealand,bat,GC Smith
942,Bloemfontein,Chevrolet Park,3/10/2013,male,ODI,,South Africa,Pakistan,South Africa,125,0,,Pakistan,field,CA Ingram
943,Centurion,SuperSport Park,3/15/2013,male,ODI,,South Africa,Pakistan,Pakistan,0,6,,South Africa,bat,Mohammad Irfan
944,Johannesburg,New Wanderers Stadium,3/17/2013,male,ODI,,South Africa,Pakistan,South Africa,34,0,,Pakistan,field,HM Amla
945,Durban,Kingsmead,3/21/2013,male,ODI,,South Africa,Pakistan,Pakistan,0,3,,South Africa,bat,Misbah-ul-Haq
946,Benoni,Willowmoore Park,3/24/2013,male,ODI,,South Africa,Pakistan,South Africa,0,6,,Pakistan,bat,AB de Villiers
947,Hamilton,Seddon Park,2/17/2013,male,ODI,,New Zealand,England,New Zealand,0,3,,New Zealand,field,BB McCullum
948,Napier,McLean Park,2/20/2013,male,ODI,,New Zealand,England,England,0,8,,England,field,
949,Auckland,Eden Park,2/23/2013,male,ODI,,New Zealand,England,England,0,5,,England,field,
950,,Sharjah Cricket Stadium,8/28/2012,male,ODI,,Australia,Pakistan,Australia,0,4,,Pakistan,bat,MA Starc
951,Abu Dhabi,Sheikh Zayed Stadium,8/31/2012,male,ODI,,Australia,Pakistan,Pakistan,0,7,,Australia,bat,Nasir Jamshed
952,,Sharjah Cricket Stadium,9/3/2012,male,ODI,,Australia,Pakistan,Australia,0,3,,Australia,field,MEK Hussey
953,,Sharjah Cricket Association Stadium,8/25/2012,male,ODI,,Afghanistan,Australia,Australia,66,0,,Australia,bat,MA Starc
954,,Melbourne Cricket Ground,1/11/2013,male,ODI,,Australia,Sri Lanka,Australia,107,0,,Australia,bat,PJ Hughes
955,,Adelaide Oval,1/13/2013,male,ODI,,Australia,Sri Lanka,Sri Lanka,0,8,,Sri Lanka,field,HDRL Thirimanne
956,Brisbane,"Brisbane Cricket Ground, Woolloongabba",1/18/2013,male,ODI,,Australia,Sri Lanka,Sri Lanka,0,4,,Australia,bat,KMDN Kulasekara
957,,Sydney Cricket Ground,1/20/2013,male,ODI,,Australia,Sri Lanka,No Result,0,0,,Australia,bat,
958,Hobart,Bellerive Oval,1/23/2013,male,ODI,,Australia,Sri Lanka,Australia,32,0,,Sri Lanka,field,PJ Hughes
959,Perth,Western Australia Cricket Association Ground,2/1/2013,male,ODI,,Australia,West Indies,Australia,0,9,,West Indies,bat,MA Starc
960,Perth,Western Australia Cricket Association Ground,2/3/2013,male,ODI,,Australia,West Indies,Australia,54,0,,West Indies,field,GJ Bailey
961,Canberra,Manuka Oval,2/6/2013,male,ODI,,Australia,West Indies,Australia,39,0,,Australia,bat,SR Watson
962,,Sydney Cricket Ground,2/8/2013,male,ODI,,Australia,West Indies,Australia,0,5,,West Indies,bat,KA Pollard
963,,Melbourne Cricket Ground,2/10/2013,male,ODI,,Australia,West Indies,Australia,17,0,,West Indies,field,AC Voges
964,Cardiff,Sophia Gardens,6/6/2013,male,ODI,,India,South Africa,India,26,0,,South Africa,field,S Dhawan
965,London,Kennington Oval,6/7/2013,male,ODI,,Pakistan,West Indies,West Indies,0,2,,West Indies,field,KAJ Roach
966,Birmingham,Edgbaston,6/8/2013,male,ODI,,England,Australia,England,48,0,,England,bat,IR Bell
967,Cardiff,Sophia Gardens,6/9/2013,male,ODI,,New Zealand,Sri Lanka,New Zealand,0,1,,Sri Lanka,bat,NL McCullum
968,Birmingham,Edgbaston,6/10/2013,male,ODI,,Pakistan,South Africa,South Africa,67,0,,South Africa,bat,HM Amla
969,London,Kennington Oval,6/11/2013,male,ODI,,India,West Indies,India,0,8,,India,field,RA Jadeja
970,Birmingham,Edgbaston,6/12/2013,male,ODI,,Australia,New Zealand,No Result,0,0,,Australia,bat,
971,London,Kennington Oval,6/13/2013,male,ODI,,England,Sri Lanka,Sri Lanka,0,7,,Sri Lanka,field,KC Sangakkara
972,Cardiff,Sophia Gardens,6/14/2013,male,ODI,,South Africa,West Indies,No Result,0,0,,West Indies,field,CA Ingram
973,Birmingham,Edgbaston,6/15/2013,male,ODI,,India,Pakistan,India,0,8,,India,field,B Kumar
974,Cardiff,Sophia Gardens,6/16/2013,male,ODI,,England,New Zealand,England,10,0,,New Zealand,field,AN Cook
975,London,Kennington Oval,6/17/2013,male,ODI,,Australia,Sri Lanka,Sri Lanka,20,0,,Australia,field,DPMD Jayawardene
976,,Pallekele International Cricket Stadium,11/4/2012,male,ODI,,Sri Lanka,New Zealand,Sri Lanka,14,0,,New Zealand,bat,SL Malinga
977,,Pallekele International Cricket Stadium,11/6/2012,male,ODI,,Sri Lanka,New Zealand,Sri Lanka,0,7,,Sri Lanka,field,TM Dilshan
978,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",11/10/2012,male,ODI,,Sri Lanka,New Zealand,Sri Lanka,0,7,,Sri Lanka,field,BMAJ Mendis
979,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",11/12/2012,male,ODI,,Sri Lanka,New Zealand,No Result,0,0,,New Zealand,field,
980,Khulna,Sheikh Abu Naser Stadium,11/30/2012,male,ODI,,Bangladesh,West Indies,Bangladesh,0,7,,West Indies,bat,Sohag Gazi
981,Khulna,Sheikh Abu Naser Stadium,12/2/2012,male,ODI,,Bangladesh,West Indies,Bangladesh,160,0,,West Indies,field,Anamul Haque
982,Mirpur,Shere Bangla National Stadium,12/5/2012,male,ODI,,Bangladesh,West Indies,West Indies,0,4,,West Indies,field,MN Samuels
983,Mirpur,Shere Bangla National Stadium,12/7/2012,male,ODI,,Bangladesh,West Indies,West Indies,75,0,,Bangladesh,field,DJG Sammy
984,Mirpur,Shere Bangla National Stadium,12/8/2012,male,ODI,,Bangladesh,West Indies,Bangladesh,0,2,,Bangladesh,field,Mahmudullah
985,Chennai,"MA Chidambaram Stadium, Chepauk",12/30/2012,male,ODI,,India,Pakistan,Pakistan,0,6,,Pakistan,field,MS Dhoni
986,Kolkata,Eden Gardens,1/3/2013,male,ODI,,India,Pakistan,Pakistan,85,0,,India,field,Nasir Jamshed
987,Delhi,Feroz Shah Kotla,1/6/2013,male,ODI,,India,Pakistan,India,10,0,,India,bat,MS Dhoni
988,Dubai,ICC Global Cricket Academy,3/11/2013,male,ODI,,Canada,Kenya,Kenya,0,6,,Canada,bat,E Otieno
989,Grenada,"National Cricket Stadium, St George's",2/22/2013,male,ODI,,West Indies,Zimbabwe,West Indies,156,0,,Zimbabwe,field,J Charles
990,Grenada,"National Cricket Stadium, St George's",2/26/2013,male,ODI,,West Indies,Zimbabwe,West Indies,0,5,,Zimbabwe,bat,DM Bravo
991,Jamaica,"Sabina Park, Kingston",6/28/2013,male,ODI,,West Indies,Sri Lanka,West Indies,0,6,,West Indies,field,CH Gayle
992,Jamaica,"Sabina Park, Kingston",6/30/2013,male,ODI,,West Indies,India,West Indies,0,1,,West Indies,field,J Charles
993,Jamaica,"Sabina Park, Kingston",7/2/2013,male,ODI,,India,Sri Lanka,Sri Lanka,161,0,,India,field,WU Tharanga
994,Trinidad,"Queen's Park Oval, Port of Spain",7/5/2013,male,ODI,,West Indies,India,India,102,0,,West Indies,field,V Kohli
995,Trinidad,"Queen's Park Oval, Port of Spain",7/7/2013,male,ODI,,West Indies,Sri Lanka,Sri Lanka,39,0,,West Indies,field,KC Sangakkara
996,Trinidad,"Queen's Park Oval, Port of Spain",7/9/2013,male,ODI,,India,Sri Lanka,India,81,0,,Sri Lanka,field,B Kumar
997,Trinidad,"Queen's Park Oval, Port of Spain",7/11/2013,male,ODI,,India,Sri Lanka,India,0,1,,India,field,MS Dhoni
998,Edinburgh,"Grange Cricket Club Ground, Raeburn Place",5/17/2013,male,ODI,,Scotland,Pakistan,Pakistan,96,0,,Pakistan,bat,Misbah-ul-Haq
999,Dublin,Clontarf Cricket Club Ground,5/23/2013,male,ODI,,Ireland,Pakistan,No Result,0,0,,Pakistan,bat,KJ O'Brien
1000,Dublin,Clontarf Cricket Club Ground,5/26/2013,male,ODI,,Ireland,Pakistan,Pakistan,0,2,,Pakistan,field,Kamran Akmal
1001,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",3/23/2013,male,ODI,,Sri Lanka,Bangladesh,Sri Lanka,0,8,,Sri Lanka,field,TM Dilshan
1002,Hambantota,"Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa",3/25/2013,male,ODI,,Sri Lanka,Bangladesh,No Result,0,0,,Bangladesh,field,
1003,,Pallekele International Cricket Stadium,3/28/2013,male,ODI,,Sri Lanka,Bangladesh,Bangladesh,0,3,,Sri Lanka,bat,TM Dilshan
1004,Bulawayo,Queens Sports Club,5/3/2013,male,ODI,,Zimbabwe,Bangladesh,Bangladesh,121,0,,Zimbabwe,field,Ziaur Rahman
1005,Bulawayo,Queens Sports Club,5/5/2013,male,ODI,,Zimbabwe,Bangladesh,Zimbabwe,0,6,,Zimbabwe,field,SC Williams
1006,Bulawayo,Queens Sports Club,5/8/2013,male,ODI,,Zimbabwe,Bangladesh,Zimbabwe,0,7,,Zimbabwe,field,V Sibanda
1007,Amstelveen,VRA Ground,7/7/2013,male,ODI,,Netherlands,Ireland,Ireland,88,0,,Ireland,bat,KJ O'Brien
1008,Colombo,R Premadasa Stadium,7/20/2013,male,ODI,,Sri Lanka,South Africa,Sri Lanka,180,0,,South Africa,field,KC Sangakkara
1009,Colombo,R Premadasa Stadium,7/23/2013,male,ODI,,Sri Lanka,South Africa,Sri Lanka,17,0,,Sri Lanka,bat,LD Chandimal
1010,,Pallekele International Cricket Stadium,7/26/2013,male,ODI,,Sri Lanka,South Africa,South Africa,56,0,,South Africa,bat,DA Miller
1011,,Pallekele International Cricket Stadium,7/28/2013,male,ODI,,Sri Lanka,South Africa,Sri Lanka,0,8,,South Africa,bat,TM Dilshan
1012,Colombo,R Premadasa Stadium,7/31/2013,male,ODI,,Sri Lanka,South Africa,Sri Lanka,128,0,,Sri Lanka,bat,TM Dilshan
1013,,Melbourne Cricket Ground,1/12/2014,male,ODI,,Australia,England,Australia,0,6,,England,bat,AJ Finch
1014,Brisbane,"Brisbane Cricket Ground, Woolloongabba",1/17/2014,male,ODI,,Australia,England,Australia,0,1,,England,bat,JP Faulkner
1015,,Sydney Cricket Ground,1/19/2014,male,ODI,,Australia,England,Australia,0,7,,England,bat,DA Warner
1016,Perth,Western Australia Cricket Association Ground,1/24/2014,male,ODI,,Australia,England,England,57,0,,Australia,field,BA Stokes
1017,,Adelaide Oval,1/26/2014,male,ODI,,Australia,England,Australia,5,0,,Australia,bat,JP Faulkner
1018,Antigua,"Sir Vivian Richards Stadium, North Sound",2/28/2014,male,ODI,,West Indies,England,West Indies,15,0,,England,field,DJ Bravo
1019,Antigua,"Sir Vivian Richards Stadium, North Sound",3/2/2014,male,ODI,,West Indies,England,England,0,3,,England,field,SD Parry
1020,Antigua,"Sir Vivian Richards Stadium, North Sound",3/5/2014,male,ODI,,West Indies,England,England,25,0,,West Indies,field,JE Root
1021,,Harare Sports Club,7/24/2013,male,ODI,,Zimbabwe,India,India,0,6,,India,field,V Kohli
1022,,Harare Sports Club,7/26/2013,male,ODI,,Zimbabwe,India,India,58,0,,Zimbabwe,field,S Dhawan
1023,,Harare Sports Club,7/28/2013,male,ODI,,Zimbabwe,India,India,0,7,,India,field,A Mishra
1024,Bulawayo,Queens Sports Club,8/1/2013,male,ODI,,Zimbabwe,India,India,0,9,,India,field,MM Sharma
1025,Bulawayo,Queens Sports Club,8/3/2013,male,ODI,,Zimbabwe,India,India,0,7,,India,field,A Mishra
